Row_ID,date,state,state_name,death,deathConfirmed,deathIncrease,hospitalizedCurrently,hospitalizedCumulative,hospitalizedIncrease,inIcuCurrently,onVentilatorCurrently,positive,positiveCasesViral,positiveIncrease,negative,negativeIncrease,totalTestResults,totalTestResultsIncrease,totalTestsViral,totalTestsViralIncrease,totalTestsPeopleViral,totalTestsPeopleViralIncrease,recovered
06771,2020-07-02,VI,U.S. Virgin Islands,6,0,0,0,0,0,0,0,92,0,2,2924,48,3016,50,0,0,3055,83,75
06772,2020-07-02,VT,Vermont,56,56,0,21,0,0,0,0,1229,1229,17,64285,1027,79525,1525,79525,1525,65514,1044,960
06773,2020-07-02,WA,Washington,1339,1339,7,430,4402,41,0,57,36589,36582,920,0,0,710743,14811,0,0,571964,14689,0
06774,2020-07-02,WI,Wisconsin,800,793,7,236,3519,37,74,0,32809,29738,584,563946,12339,727814,16073,0,0,593684,12878,23527
06775,2020-07-02,WV,West Virginia,93,0,0,23,0,0,10,5,3053,2949,121,0,0,175554,4061,175554,4061,0,0,2380
06776,2020-07-02,WY,Wyoming,20,0,0,9,119,2,0,0,1550,1233,36,33693,1508,52893,1376,52893,1376,34926,1557,1139
06777,2020-07-03,AK,Alaska,15,15,1,25,69,1,0,3,1065,0,45,0,0,120208,4299,120208,4299,0,0,539
06778,2020-07-03,AL,Alabama,1006,983,21,838,2883,48,0,0,41865,41362,1754,388766,9149,430128,10907,0,0,430128,10907,22082
06779,2020-07-03,AR,Arkansas,281,0,2,285,1517,40,0,70,22622,22622,547,308615,6703,331237,7250,331237,7250,0,0,16164
06780,2020-07-03,AS,American Samoa,0,0,0,0,0,0,0,0,0,0,0,696,0,696,0,696,0,0,0,0
06781,2020-07-03,AZ,Arizona,1788,1673,31,3013,5018,102,741,489,91858,91396,4433,486523,13109,839264,26589,839264,26589,577919,17535,0
06782,2020-07-03,CA,California,6263,0,100,7024,0,0,1871,0,248235,248235,5688,0,0,4448176,109458,4448176,109458,0,0,0
06783,2020-07-03,CO,Colorado,1701,1365,0,270,5537,10,0,0,33619,30722,267,312135,5197,418257,7934,0,0,342857,5466,0
06784,2020-07-03,CT,Connecticut,4335,3463,9,95,10411,0,0,0,46717,44741,71,0,0,548321,14104,548321,14104,0,0,8210
06785,2020-07-03,DC,District of Columbia,555,0,1,110,0,0,38,24,10435,0,45,0,0,102809,1746,0,0,79967,1367,1497
06786,2020-07-03,DE,Delaware,512,455,2,57,0,0,13,0,11923,10879,192,106420,3233,152066,2613,0,0,118343,3425,6692
06787,2020-07-03,FL,Florida,3785,3785,67,0,15795,341,0,0,175200,0,9324,1902766,39689,2286612,60623,2513115,63953,2083056,49262,0
06788,2020-07-03,GA,Georgia,2856,0,7,1671,11653,153,0,0,90493,90493,2784,0,0,902430,18412,902430,18412,0,0,0
06789,2020-07-03,GU,Guam,5,0,0,2,0,0,0,0,286,278,6,14263,610,14549,616,13925,0,0,0,179
06790,2020-07-03,HI,Hawaii,18,18,0,0,116,0,0,0,946,0,20,80672,1308,95391,1698,95866,1706,81618,1328,746
06791,2020-07-03,IA,Iowa,720,0,2,146,0,0,40,20,30429,30429,220,291032,3703,321461,3923,0,0,321958,3973,24338
06792,2020-07-03,ID,Idaho,92,72,0,64,350,10,23,0,6593,6003,223,92116,3365,98119,3582,0,0,98119,3582,2801
06793,2020-07-03,IL,Illinois,7215,7005,27,1349,0,0,334,164,146872,145750,937,0,0,1700635,34318,1700635,34318,0,0,0
06794,2020-07-03,IN,Indiana,2681,2488,19,633,7175,36,217,81,46915,0,528,457238,6790,651177,12003,651177,12003,504153,7318,0
06795,2020-07-03,KS,Kansas,277,0,5,0,1219,24,0,0,15919,0,929,175642,7459,191561,8388,0,0,191561,8764,0
06796,2020-07-03,KY,Kentucky,585,581,4,455,2685,23,99,0,16376,15781,297,0,0,395052,9829,395052,9829,0,0,4747
06797,2020-07-03,LA,Louisiana,3278,3170,23,852,0,0,0,93,63289,63289,1728,720853,15040,784142,16768,784142,16768,0,0,43026
06798,2020-07-03,MA,Massachusetts,8149,7935,17,656,11436,44,106,55,109628,104228,290,768152,11232,1140333,8339,1140333,8339,872380,11444,93157
06799,2020-07-03,MD,Maryland,3223,3099,11,422,10973,34,143,0,68961,68961,538,494873,10121,685813,15564,685813,15564,563834,10659,5023
06800,2020-07-03,ME,Maine,105,104,0,27,358,4,9,3,3373,2985,45,0,0,103011,2563,103011,2563,0,0,2731
06801,2020-07-03,MI,Michigan,6215,5969,3,548,0,0,193,92,72175,65135,497,0,0,1125738,23326,1125738,23326,0,0,51099
06802,2020-07-03,MN,Minnesota,1503,1466,8,270,4139,27,132,0,37624,37624,414,607548,14331,645172,14745,0,0,0,0,32347
06803,2020-07-03,MO,Missouri,1026,0,4,716,0,0,0,78,22830,22830,547,382129,7094,424214,0,424214,0,404959,7641,0
06804,2020-07-03,MP,Northern Mariana Islands,2,0,0,0,0,0,0,0,31,31,1,8187,0,8218,1,8217,0,0,0,19
06805,2020-07-03,MS,Mississippi,1092,1074,0,863,3208,0,167,94,28770,28573,0,270269,0,299039,0,298842,0,0,0,19388
06806,2020-07-03,MT,Montana,23,0,1,17,109,3,0,0,1128,0,45,0,0,97503,2354,97503,2354,0,0,678
06807,2020-07-03,NC,North Carolina,1392,1392,1,951,0,0,0,0,70241,70241,2099,0,0,938884,21474,938884,21474,0,0,0
06808,2020-07-03,ND,North Dakota,89,0,0,20,237,3,0,0,3717,3717,63,106852,2314,189006,4576,193035,4630,108168,2334,3266
06809,2020-07-03,NE,Nebraska,282,0,6,121,1353,10,0,0,19452,0,142,164682,1330,229237,2587,229237,2587,184354,1474,14022
06810,2020-07-03,NH,New Hampshire,376,0,1,25,569,2,0,0,5857,0,35,117892,1527,161306,2386,161306,2386,123749,1562,4597
06811,2020-07-03,NJ,New Jersey,15072,13308,58,1028,20214,73,216,167,173839,172742,435,1312759,21202,1486598,21637,1485501,21588,0,0,0
06812,2020-07-03,NM,New Mexico,511,0,8,130,1970,25,0,0,12776,0,256,0,0,363374,6737,363374,6737,0,0,5802
06813,2020-07-03,NV,Nevada,528,0,3,704,0,0,219,87,20718,20718,985,272967,7972,385234,12077,353255,11792,292132,9327,0
06814,2020-07-03,NY,New York,24885,0,8,857,0,0,188,125,395872,0,918,0,0,4107985,66392,0,0,0,0,0
06815,2020-07-03,OH,Ohio,2903,2653,0,740,8084,46,233,100,55257,51581,1091,0,0,887918,21994,887918,21994,0,0,39423
06816,2020-07-03,OK,Oklahoma,398,0,3,391,1661,46,165,0,15065,15065,526,348789,10278,363854,10804,366289,11089,0,0,11519
06817,2020-07-03,OR,Oregon,209,0,1,173,1069,14,52,25,9294,0,363,241760,7331,385411,12085,385411,12085,250637,7683,2759
06818,2020-07-03,PA,Pennsylvania,6746,0,34,598,0,0,0,105,88741,86205,667,715403,13204,979825,18094,0,0,801608,13836,69217
06819,2020-07-03,PR,Puerto Rico,154,60,1,104,0,0,11,6,1791,1791,24,192686,0,194477,24,194324,0,0,0,0
06820,2020-07-03,RI,Rhode Island,960,0,1,61,2019,8,9,7,17057,0,22,140721,673,264265,2876,260333,1893,157778,695,0
06821,2020-07-03,SC,South Carolina,793,787,9,1148,2882,28,0,0,41532,41413,1831,367500,5800,409032,7631,408913,7626,0,0,16994
06822,2020-07-03,SD,South Dakota,97,0,0,58,687,4,0,0,6978,0,85,76015,967,96266,1652,96266,1652,82993,1052,6049
06823,2020-07-03,TN,Tennessee,633,608,13,949,2825,50,0,0,48712,48344,1822,0,0,862121,24037,862121,24037,0,0,29591
06824,2020-07-03,TX,Texas,2575,0,50,7652,0,0,2338,0,183532,183532,7555,0,0,2684650,86170,2684650,86170,0,0,93572
06825,2020-07-03,UT,Utah,181,0,5,232,1529,24,85,0,23866,0,596,346518,5794,435246,7907,435246,7907,371417,6412,13408
06826,2020-07-03,VA,Virginia,1845,1741,29,818,6382,49,207,95,64393,61690,658,0,0,696041,11483,0,0,0,0,0
06827,2020-07-03,VI,U.S. Virgin Islands,6,0,0,0,0,0,0,0,98,0,6,2963,39,3061,45,0,0,3164,109,75
06828,2020-07-03,VT,Vermont,56,56,0,16,0,0,0,0,1238,1238,9,65315,1030,80955,1430,80955,1430,66553,1039,967
06829,2020-07-03,WA,Washington,1342,1342,3,460,4442,40,0,62,37473,37466,884,0,0,720812,10069,0,0,584989,13025,0
06830,2020-07-03,WI,Wisconsin,803,796,3,244,3555,36,75,0,33431,30317,622,573553,9607,744970,17156,0,0,603870,10186,24043
06831,2020-07-03,WV,West Virginia,93,0,0,25,0,0,11,4,3126,3021,73,0,0,178050,2496,178050,2496,0,0,2396
06832,2020-07-03,WY,Wyoming,20,0,0,8,119,0,0,0,1582,1267,32,33693,0,53412,519,53412,519,34926,0,1154
06833,2020-07-04,AK,Alaska,16,16,1,23,71,2,0,3,1114,0,49,0,0,122732,2524,122732,2524,0,0,544
06834,2020-07-04,AL,Alabama,1007,984,1,818,2906,23,0,0,42862,42359,997,399226,10460,441585,11457,0,0,441585,11457,22082
06835,2020-07-04,AR,Arkansas,286,0,5,285,1536,19,0,70,23209,23209,587,315684,7069,338893,7656,338893,7656,0,0,16726
06836,2020-07-04,AS,American Samoa,0,0,0,0,0,0,0,0,0,0,0,696,0,696,0,696,0,0,0,0
06837,2020-07-04,AZ,Arizona,1805,1690,17,3113,5068,50,796,413,94553,94085,2695,494955,8432,856727,17463,856727,17463,589040,11121,0
06838,2020-07-04,CA,California,6313,0,50,7092,0,0,1888,0,257388,257388,9153,0,0,4553031,104855,4553031,104855,0,0,0
06839,2020-07-04,CO,Colorado,1701,1365,0,283,5550,13,0,0,33866,30970,247,316851,4716,424954,6697,0,0,347821,4964,0
06840,2020-07-04,CT,Connecticut,4335,3463,0,95,10411,0,0,0,46717,44741,0,0,0,554143,5822,554143,5822,0,0,8210
06841,2020-07-04,DC,District of Columbia,557,0,2,95,0,0,28,21,10447,0,12,0,0,104554,1745,0,0,81330,1363,1523
06842,2020-07-04,DE,Delaware,512,455,0,54,0,0,13,0,11996,10952,73,108697,2277,160120,8054,0,0,120693,2350,6711
06843,2020-07-04,FL,Florida,3803,3803,18,0,16040,245,0,0,186530,0,11330,1956445,53679,2364452,77840,2595006,81891,2148327,65271,0
06844,2020-07-04,GA,Georgia,2857,0,1,1726,11743,90,0,0,93319,93319,2826,0,0,928215,25785,928215,25785,0,0,0
06845,2020-07-04,GU,Guam,5,0,0,3,0,0,0,0,288,280,2,14666,403,14954,405,13925,0,0,0,179
06846,2020-07-04,HI,Hawaii,19,19,1,0,118,2,0,0,975,0,29,82501,1829,97354,1963,98278,2412,83476,1858,754
06847,2020-07-04,IA,Iowa,721,0,1,134,0,0,40,16,31041,31041,612,297970,6938,329011,7550,0,0,329518,7560,24604
06848,2020-07-04,ID,Idaho,93,73,1,67,355,5,23,0,6994,6401,401,94073,1957,100474,2355,0,0,100474,2355,2831
06849,2020-07-04,IL,Illinois,7224,7014,9,1346,0,0,336,182,147734,146612,862,0,0,1734471,33836,1734471,33836,0,0,0
06850,2020-07-04,IN,Indiana,2687,2494,6,632,7216,41,218,87,47432,0,517,464856,7618,657897,6720,657897,6720,512288,8135,0
06851,2020-07-04,KS,Kansas,277,0,0,0,1219,0,0,0,15919,0,0,175642,0,191561,0,0,0,191561,0,0
06852,2020-07-04,KY,Kentucky,585,581,0,455,2685,0,99,0,16376,15781,0,0,0,395052,0,395052,0,0,0,4747
06853,2020-07-04,LA,Louisiana,3278,3170,0,852,0,0,0,93,63289,63289,0,720853,0,784142,0,784142,0,0,0,43026
06854,2020-07-04,MA,Massachusetts,8172,7958,23,640,11461,25,107,51,109838,104391,210,775929,7777,1144610,4277,1144610,4277,880320,7940,93157
06855,2020-07-04,MD,Maryland,3236,3111,13,410,11034,61,143,0,69341,69341,380,504001,9128,698768,12955,698768,12955,573342,9508,5025
06856,2020-07-04,ME,Maine,107,106,2,27,358,0,9,3,3397,3012,24,0,0,105428,2417,105428,2417,0,0,2751
06857,2020-07-04,MI,Michigan,6218,5972,3,548,0,0,193,92,72581,65533,406,0,0,1147836,22098,1147836,22098,0,0,52841
06858,2020-07-04,MN,Minnesota,1503,1466,0,270,4139,0,132,0,37624,37624,0,607548,0,645172,0,0,0,0,0,32347
06859,2020-07-04,MO,Missouri,1027,0,1,740,0,0,0,73,23215,23215,385,389046,6917,424214,0,424214,0,412261,7302,0
06860,2020-07-04,MP,Northern Mariana Islands,2,0,0,0,0,0,0,0,31,31,0,8187,0,8218,0,8217,0,0,0,19
06861,2020-07-04,MS,Mississippi,1107,1089,15,872,3268,60,175,88,30674,30458,1904,279241,8972,309915,10876,309699,10857,0,0,19388
06862,2020-07-04,MT,Montana,23,0,0,20,112,3,0,0,1167,0,39,0,0,98950,1447,98950,1447,0,0,678
06863,2020-07-04,NC,North Carolina,1395,1395,3,945,0,0,0,0,71654,71654,1413,0,0,959293,20409,959293,20409,0,0,0
06864,2020-07-04,ND,North Dakota,89,0,0,22,241,4,0,0,3774,3774,57,108149,1297,193349,4343,197469,4434,109426,1258,3288
06865,2020-07-04,NE,Nebraska,284,0,2,111,1365,12,0,0,19660,0,208,167928,3246,234689,5452,234689,5452,187808,3454,14200
06866,2020-07-04,NH,New Hampshire,376,0,0,25,569,0,0,0,5857,0,0,117892,0,161306,0,161306,0,123749,0,4597
06867,2020-07-04,NJ,New Jersey,15097,13333,25,983,20233,19,205,164,174162,173033,323,1335515,22756,1509677,23079,1508548,23047,0,0,0
06868,2020-07-04,NM,New Mexico,513,0,2,121,1988,18,0,0,13063,0,287,0,0,372288,8914,372288,8914,0,0,5845
06869,2020-07-04,NV,Nevada,530,0,2,749,0,0,205,97,21575,21575,857,279654,6687,390307,5073,363432,10177,299786,7654,0
06870,2020-07-04,NY,New York,24896,0,11,844,0,0,190,119,396598,0,726,0,0,4170388,62403,0,0,0,0,0
06871,2020-07-04,OH,Ohio,2907,2657,4,691,8111,27,226,111,56183,52488,926,0,0,910110,22192,910110,22192,0,0,39903
06872,2020-07-04,OK,Oklahoma,398,0,0,391,1676,15,165,0,15645,15645,580,348789,0,364434,580,366289,0,0,0,11965
06873,2020-07-04,OR,Oregon,209,0,0,173,1069,0,52,25,9636,0,342,245096,3336,392939,7528,392939,7528,250637,0,2759
06874,2020-07-04,PA,Pennsylvania,6749,0,3,589,0,0,0,102,89375,86813,634,725448,10045,994754,14929,0,0,812261,10653,69712
06875,2020-07-04,PR,Puerto Rico,155,60,1,100,0,0,8,4,1817,1817,26,192686,0,194503,26,194324,0,0,0,0
06876,2020-07-04,RI,Rhode Island,960,0,0,61,2019,0,9,7,17084,0,27,141673,952,266322,2057,262612,2279,158757,979,0
06877,2020-07-04,SC,South Carolina,813,806,20,1190,2882,0,0,0,43386,43260,1854,377307,9807,420693,11661,420567,11654,0,0,16994
06878,2020-07-04,SD,South Dakota,97,0,0,54,689,2,0,0,7028,0,50,76802,787,97539,1273,97539,1273,83830,837,6062
06879,2020-07-04,TN,Tennessee,637,612,4,949,2860,35,0,0,50140,49768,1428,0,0,878230,16109,878230,16109,0,0,30043
06880,2020-07-04,TX,Texas,2608,0,33,7890,0,0,2449,0,191790,191790,8258,0,0,2745477,60827,2745477,60827,0,0,97430
06881,2020-07-04,UT,Utah,181,0,0,255,1565,36,88,0,24542,0,676,351914,5396,442733,7487,442733,7487,377370,5953,13807
06882,2020-07-04,VA,Virginia,1849,1745,4,808,6405,23,207,99,65109,62400,716,0,0,707750,11709,0,0,0,0,0
06883,2020-07-04,VI,U.S. Virgin Islands,6,0,0,0,0,0,0,0,111,0,13,3060,97,3171,110,0,0,3173,9,76
06884,2020-07-04,VT,Vermont,56,56,0,16,0,0,0,0,1240,1240,2,66321,1006,82269,1314,82269,1314,67561,1008,999
06885,2020-07-04,WA,Washington,1352,1352,10,446,4463,21,0,58,38361,38354,888,0,0,725446,4634,0,0,599975,14986,0
06886,2020-07-04,WI,Wisconsin,803,796,0,235,3574,19,67,0,34207,31055,776,579637,6084,762789,17819,0,0,610692,6822,24491
06887,2020-07-04,WV,West Virginia,94,0,1,25,0,0,11,4,3141,3036,15,0,0,179569,1519,179569,1519,0,0,2402
06888,2020-07-04,WY,Wyoming,20,0,0,8,119,0,0,0,1606,1289,24,33693,0,53628,216,53628,216,34926,0,1169
06889,2020-07-05,AK,Alaska,16,16,0,19,75,4,0,3,1141,0,27,0,0,123753,1021,123753,1021,0,0,548
06890,2020-07-05,AL,Alabama,1007,984,0,919,2909,3,0,0,43953,43450,1091,405933,6707,449383,7798,0,0,449383,7798,22082
06891,2020-07-05,AR,Arkansas,286,0,0,285,1536,0,0,70,23209,23209,0,315684,0,338893,0,338893,0,0,0,16726
06892,2020-07-05,AS,American Samoa,0,0,0,0,0,0,0,0,0,0,0,696,0,696,0,696,0,0,0,0
06893,2020-07-05,AZ,Arizona,1809,1694,4,3182,5161,93,821,531,98089,97611,3536,506273,11318,864800,8073,864800,8073,603884,14844,0
06894,2020-07-05,CA,California,6331,0,18,7149,0,0,1907,0,265985,265985,8597,0,0,4680138,127107,4680138,127107,0,0,0
06895,2020-07-05,CO,Colorado,1701,1365,0,286,5565,15,0,0,34065,31168,199,321590,4739,431701,6747,0,0,352758,4937,0
06896,2020-07-05,CT,Connecticut,4335,3463,0,95,10411,0,0,0,46717,44741,0,0,0,556266,2123,556266,2123,0,0,8210
06897,2020-07-05,DC,District of Columbia,559,0,2,87,0,0,26,18,10482,0,35,0,0,105993,1439,0,0,82375,1045,1542
06898,2020-07-05,DE,Delaware,512,455,0,53,0,0,15,0,12128,11084,132,111813,3116,164616,4496,0,0,123941,3248,6740
06899,2020-07-05,FL,Florida,3832,3832,29,0,16201,161,0,0,196386,0,9856,2000088,43643,2428240,63788,2662423,67417,2202095,53768,0
06900,2020-07-05,GA,Georgia,2860,0,3,1805,11775,32,0,0,95516,95516,2197,0,0,951510,23295,951510,23295,0,0,0
06901,2020-07-05,GU,Guam,5,0,0,3,0,0,0,0,288,280,0,14666,0,14954,0,13925,0,0,0,179
06902,2020-07-05,HI,Hawaii,19,19,0,0,118,0,0,0,999,0,24,83326,825,98778,1424,99282,1004,84325,849,756
06903,2020-07-05,IA,Iowa,721,0,0,141,0,0,43,16,31353,31353,312,301119,3149,332472,3461,0,0,332991,3473,24739
06904,2020-07-05,ID,Idaho,93,73,0,71,359,4,19,0,7370,6779,376,96896,2823,103675,3201,0,0,103675,3201,2858
06905,2020-07-05,IL,Illinois,7230,7020,6,1326,0,0,304,165,148373,147251,639,0,0,1761706,27235,1761706,27235,0,0,0
06906,2020-07-05,IN,Indiana,2693,2500,6,632,7254,38,218,87,48008,0,576,473714,8858,660576,2679,660576,2679,521722,9434,0
06907,2020-07-05,KS,Kansas,277,0,0,0,1219,0,0,0,15919,0,0,175642,0,191561,0,0,0,191561,0,0
06908,2020-07-05,KY,Kentucky,585,581,0,455,2685,0,99,0,16376,15781,0,0,0,395052,0,395052,0,0,0,4747
06909,2020-07-05,LA,Louisiana,3288,3180,10,926,0,0,0,105,65226,65226,1937,737228,16375,802454,18312,802454,18312,0,0,43026
06910,2020-07-05,MA,Massachusetts,8183,7968,11,636,11463,2,100,46,109974,104502,136,781711,5782,1151255,6645,1151255,6645,886213,5893,93157
06911,2020-07-05,MD,Maryland,3243,3118,7,409,11071,37,144,0,69632,69632,291,510330,6329,707844,9076,707844,9076,579962,6620,5029
06912,2020-07-05,ME,Maine,109,108,2,25,359,1,9,3,3415,3028,18,0,0,107377,1949,107377,1949,0,0,2772
06913,2020-07-05,MI,Michigan,6218,5972,0,548,0,0,193,92,72941,65876,360,0,0,1164666,16830,1164666,16830,0,0,52841
06914,2020-07-05,MN,Minnesota,1508,1471,5,253,4170,31,132,0,38136,38136,512,635879,28331,674015,28843,0,0,0,0,33408
06915,2020-07-05,MO,Missouri,1028,0,1,739,0,0,0,72,23436,23436,221,396073,7027,424214,0,424214,0,419509,7248,0
06916,2020-07-05,MP,Northern Mariana Islands,2,0,0,0,0,0,0,0,31,31,0,8187,0,8218,0,8217,0,0,0,19
06917,2020-07-05,MS,Mississippi,1111,1093,4,872,3268,0,175,88,30900,30671,226,279241,0,310141,226,309699,0,0,0,19388
06918,2020-07-05,MT,Montana,23,0,0,20,112,0,0,0,1212,0,45,0,0,100106,1156,100106,1156,0,0,678
06919,2020-07-05,NC,North Carolina,1396,1396,1,949,0,0,0,0,72983,72983,1329,0,0,976201,16908,976201,16908,0,0,0
06920,2020-07-05,ND,North Dakota,89,0,0,22,242,1,0,0,3810,3810,36,109312,1163,197091,3742,201276,3807,110507,1081,3324
06921,2020-07-05,NE,Nebraska,284,0,0,109,1368,3,0,0,19827,0,167,170101,2173,238228,3539,238228,3539,190151,2343,14340
06922,2020-07-05,NH,New Hampshire,381,0,5,25,570,1,0,0,5897,0,40,119338,1446,164672,3366,164672,3366,125235,1486,4684
06923,2020-07-05,NJ,New Jersey,15119,13355,22,917,20237,4,210,151,174544,173402,382,1361238,25723,1535782,26105,1534640,26092,0,0,0
06924,2020-07-05,NM,New Mexico,513,0,0,119,2006,18,0,0,13256,0,193,0,0,375054,2766,375054,2766,0,0,5860
06925,2020-07-05,NV,Nevada,534,0,4,760,0,0,226,99,22418,22418,843,285279,5625,392263,1956,371890,8458,306086,6300,0
06926,2020-07-05,NY,New York,24904,0,8,832,0,0,178,116,397131,0,533,0,0,4233803,63415,0,0,0,0,0
06927,2020-07-05,OH,Ohio,2911,2661,4,693,8172,61,236,119,57151,53458,968,0,0,932565,22455,932565,22455,0,0,40460
06928,2020-07-05,OK,Oklahoma,398,0,0,391,1685,9,165,0,15928,15928,283,348789,0,364717,283,366289,0,0,0,12246
06929,2020-07-05,OR,Oregon,213,0,4,173,1069,0,52,25,9930,0,294,245096,0,401069,8130,401069,8130,250637,0,2759
06930,2020-07-05,PA,Pennsylvania,6753,0,4,592,0,0,0,106,89854,87267,479,734846,9398,1007467,12713,0,0,822113,9852,70086
06931,2020-07-05,PR,Puerto Rico,155,60,0,118,0,0,9,5,1846,1846,29,192686,0,194532,29,194324,0,0,0,0
06932,2020-07-05,RI,Rhode Island,960,0,0,61,2019,0,9,7,17108,0,24,143047,1374,268696,2374,265484,2872,160155,1398,0
06933,2020-07-05,SC,South Carolina,820,813,7,1251,2882,0,0,0,44847,44717,1461,385962,8655,430809,10116,430679,10112,0,0,16994
06934,2020-07-05,SD,South Dakota,97,0,0,59,691,2,0,0,7063,0,35,76940,138,98484,945,98484,945,84003,173,6063
06935,2020-07-05,TN,Tennessee,646,621,9,949,2871,11,0,0,51431,51061,1291,0,0,895796,17566,895796,17566,0,0,30254
06936,2020-07-05,TX,Texas,2637,0,29,8181,0,0,2517,0,195239,195239,3449,0,0,2766598,21121,2766598,21121,0,0,100843
06937,2020-07-05,UT,Utah,184,0,3,237,1582,17,84,0,24952,0,410,355004,3090,446901,4168,446901,4168,380788,3418,14147
06938,2020-07-05,VA,Virginia,1853,1746,4,792,6418,13,202,95,65748,62981,639,0,0,718139,10389,0,0,0,0,0
06939,2020-07-05,VI,U.S. Virgin Islands,6,0,0,0,0,0,0,0,111,0,0,3060,0,3171,0,0,0,3173,0,76
06940,2020-07-05,VT,Vermont,56,56,0,15,0,0,0,0,1251,1251,11,66926,605,83102,833,83102,833,68177,616,1007
06941,2020-07-05,WA,Washington,1354,1354,2,412,4473,10,0,56,38814,38807,453,0,0,730249,4803,0,0,607276,7301,0
06942,2020-07-05,WI,Wisconsin,803,796,0,244,3586,12,65,0,34740,31577,533,584111,4474,775047,12258,0,0,615688,4996,24899
06943,2020-07-05,WV,West Virginia,94,0,0,27,0,0,12,5,3262,3156,121,0,0,183025,3456,183025,3456,0,0,2421
06944,2020-07-05,WY,Wyoming,20,0,0,8,119,0,0,0,1634,1312,28,33693,0,53867,239,53867,239,34926,0,1172
06945,2020-07-06,AK,Alaska,16,16,0,19,78,3,0,3,1168,0,27,0,0,123753,0,123753,0,0,0,548
06946,2020-07-06,AL,Alabama,1007,984,0,1025,2914,5,0,0,44878,44375,925,410217,4284,454592,5209,0,0,454592,5209,22082
06947,2020-07-06,AR,Arkansas,292,0,6,337,1575,39,0,81,24253,24253,1044,320715,5031,344529,5636,344529,5636,0,0,17834
06948,2020-07-06,AS,American Samoa,0,0,0,0,0,0,0,0,0,0,0,696,0,696,0,696,0,0,0,0
06949,2020-07-06,AZ,Arizona,1810,1695,1,3212,5188,27,839,533,101441,100943,3352,516400,10127,873294,8494,873294,8494,617343,13459,0
06950,2020-07-06,CA,California,6337,0,6,7278,0,0,1937,0,271684,271684,5699,0,0,4793353,113215,4793353,113215,0,0,0
06951,2020-07-06,CO,Colorado,1691,1367,0,327,5591,26,0,0,34257,31368,192,326383,4793,438272,6571,0,0,357751,4993,0
06952,2020-07-06,CT,Connecticut,4338,3466,3,69,10411,0,0,0,46976,44997,259,0,0,560582,4316,560582,4316,0,0,8210
06953,2020-07-06,DC,District of Columbia,561,0,2,88,0,0,23,16,10515,0,33,0,0,107650,1657,0,0,83332,957,1553
06954,2020-07-06,DE,Delaware,512,455,0,54,0,0,15,0,12293,11249,165,114886,3073,168358,3742,0,0,127179,3238,6778
06955,2020-07-06,FL,Florida,3880,3880,48,0,16352,151,0,0,202623,0,6237,2027493,27405,2468749,40509,2706077,43654,2235937,33842,0
06956,2020-07-06,GA,Georgia,2878,0,18,1962,11919,144,0,0,97064,97064,1548,0,0,964590,13080,964590,13080,0,0,0
06957,2020-07-06,GU,Guam,5,0,0,2,0,0,0,0,301,293,13,15248,582,15549,595,15541,1616,0,0,179
06958,2020-07-06,HI,Hawaii,19,19,0,0,118,0,0,0,1023,0,24,84035,709,99913,1135,100110,828,85058,733,777
06959,2020-07-06,IA,Iowa,723,0,2,151,0,0,41,15,31657,31657,304,303805,2686,335462,2990,0,0,335980,2989,25121
06960,2020-07-06,ID,Idaho,93,73,0,85,369,10,22,0,7733,7144,363,98732,1836,105876,2201,0,0,105876,2201,2886
06961,2020-07-06,IL,Illinois,7236,7026,6,1395,0,0,321,151,148987,147865,614,0,0,1782840,21134,1782840,21134,0,0,0
06962,2020-07-06,IN,Indiana,2698,2505,5,613,7285,31,229,88,48331,0,323,478261,4547,663982,3406,663982,3406,526592,4870,0
06963,2020-07-06,KS,Kansas,280,0,3,0,1235,16,0,0,16901,0,982,185318,9676,202219,10658,0,0,202219,10658,0
06964,2020-07-06,KY,Kentucky,593,589,8,433,2699,14,109,0,17152,16525,776,0,0,399715,4663,399715,4663,0,0,4785
06965,2020-07-06,LA,Louisiana,3296,3188,8,964,0,0,0,109,66327,66327,1101,747318,10090,813645,11191,813645,11191,0,0,43026
06966,2020-07-06,MA,Massachusetts,8198,7983,15,603,11469,6,99,51,110137,104659,163,789280,7569,1168234,16979,1168234,16979,893939,7726,93157
06967,2020-07-06,MD,Maryland,3246,3121,3,403,11096,25,142,0,69904,69904,272,517457,7127,718781,10937,718781,10937,587361,7399,5029
06968,2020-07-06,ME,Maine,109,108,0,21,359,0,9,4,3423,3034,8,0,0,108948,1571,108948,1571,0,0,2787
06969,2020-07-06,MI,Michigan,6221,5975,3,505,0,0,174,92,73269,66173,328,0,0,1177247,12581,1177247,12581,0,0,52841
06970,2020-07-06,MN,Minnesota,1511,1474,3,258,4219,49,125,0,38569,38569,433,641124,5245,679693,5678,0,0,0,0,33907
06971,2020-07-06,MO,Missouri,1028,0,0,740,0,0,0,73,23856,23856,420,402889,6816,528835,104621,528835,104621,426745,7236,0
06972,2020-07-06,MP,Northern Mariana Islands,2,0,0,0,0,0,0,0,31,31,0,8187,0,8218,0,8217,0,0,0,19
06973,2020-07-06,MS,Mississippi,1114,1096,3,825,3280,12,165,98,31257,31028,357,283431,4190,314688,4547,314459,4760,0,0,22167
