Baby_ID,Name,Gender,Year,Frequency
911,DANIEL,Male,2011,83
912,HUGO,Male,2011,79
913,NICOLAS,Male,2011,78
914,BRUNO,Male,2011,75
915,JAN,Male,2011,73
916,LUCAS,Male,2011,70
917,PABLO,Male,2011,68
918,ADRIA,Male,2011,67
919,VICTOR,Male,2011,65
920,ALEJANDRO,Male,2011,64
921,NIL,Male,2011,62
922,ALEIX,Male,2011,61
923,ORIOL,Male,2011,60
924,GUILLEM,Male,2011,58
925,LEO,Male,2011,58
926,MARC,Male,2012,206
927,POL,Male,2012,138
928,ERIC,Male,2012,125
929,ALEX,Male,2012,120
930,PAU,Male,2012,110
931,ARNAU,Male,2012,101
932,MARTI,Male,2012,99
933,GERARD,Male,2012,98
934,JAN,Male,2012,98
935,BIEL,Male,2012,95
936,HUGO,Male,2012,88
937,DANIEL,Male,2012,81
938,NICOLAS,Male,2012,73
939,NIL,Male,2012,72
940,LEO,Male,2012,71
941,VICTOR,Male,2012,68
942,PABLO,Male,2012,66
943,BRUNO,Male,2012,65
944,ALEIX,Male,2012,64
945,LUCAS,Male,2012,62
946,ORIOL,Male,2012,60
947,DAVID,Male,2012,59
948,GUILLEM,Male,2012,58
949,JOEL,Male,2012,58
950,ADRIA,Male,2012,56
951,MARC,Male,2013,175
952,PAU,Male,2013,129
953,POL,Male,2013,126
954,ALEX,Male,2013,122
955,ERIC,Male,2013,122
956,ARNAU,Male,2013,100
957,BIEL,Male,2013,95
958,MARTI,Male,2013,95
959,JAN,Male,2013,92
960,HUGO,Male,2013,89
961,GERARD,Male,2013,86
962,DAVID,Male,2013,80
963,LUCAS,Male,2013,77
964,LEO,Male,2013,76
965,DANIEL,Male,2013,75
966,NIL,Male,2013,73
967,BRUNO,Male,2013,72
968,VICTOR,Male,2013,64
969,NICOLAS,Male,2013,62
970,MAX,Male,2013,59
971,PABLO,Male,2013,56
972,ALEIX,Male,2013,53
973,MATEO,Male,2013,52
974,JOEL,Male,2013,51
975,MARIO,Male,2013,46
976,MARC,Male,2014,192
977,POL,Male,2014,137
978,ALEX,Male,2014,135
979,ERIC,Male,2014,123
980,MARTI,Male,2014,116
981,PAU,Male,2014,104
982,BIEL,Male,2014,90
983,DANIEL,Male,2014,89
984,JAN,Male,2014,89
985,HUGO,Male,2014,82
986,LEO,Male,2014,78
987,NIL,Male,2014,77
988,ARNAU,Male,2014,73
989,LUCAS,Male,2014,73
990,GERARD,Male,2014,71
991,ADRIA,Male,2014,68
992,ALEIX,Male,2014,63
993,NICOLAS,Male,2014,62
994,BRUNO,Male,2014,61
995,PABLO,Male,2014,61
996,DAVID,Male,2014,57
997,MAX,Male,2014,57
998,MATEO,Male,2014,52
999,VICTOR,Male,2014,52
1000,GUILLEM,Male,2014,47
1001,MARC,Male,2015,172
1002,MARTI,Male,2015,133
1003,ALEX,Male,2015,110
1004,ERIC,Male,2015,109
1005,PAU,Male,2015,108
1006,HUGO,Male,2015,107
1007,BIEL,Male,2015,99
1008,ARNAU,Male,2015,93
1009,JAN,Male,2015,88
1010,NIL,Male,2015,88
1011,POL,Male,2015,88
1012,DANIEL,Male,2015,83
1013,LEO,Male,2015,80
1014,BRUNO,Male,2015,79
1015,LUCAS,Male,2015,79
1016,MAX,Male,2015,79
1017,PABLO,Male,2015,67
1018,MATEO,Male,2015,65
1019,GERARD,Male,2015,64
1020,ALEIX,Male,2015,63
1021,DAVID,Male,2015,60
1022,ADRIA,Male,2015,57
1023,ROC,Male,2015,57
1024,ROGER,Male,2015,53
1025,ALEJANDRO,Male,2015,50
1026,MARC,Male,2016,148
1027,ALEX,Male,2016,140
1028,POL,Male,2016,110
1029,ERIC,Male,2016,109
1030,PAU,Male,2016,107
1031,MARTI,Male,2016,104
1032,BIEL,Male,2016,99
1033,BRUNO,Male,2016,93
1034,LUCAS,Male,2016,93
1035,JAN,Male,2016,91
1036,NIL,Male,2016,88
1037,LEO,Male,2016,83
1038,ARNAU,Male,2016,76
1039,MAX,Male,2016,75
1040,MATEO,Male,2016,69
1041,DANIEL,Male,2016,68
1042,HUGO,Male,2016,66
1043,ALEIX,Male,2016,64
1044,GAEL,Male,2016,64
1045,PABLO,Male,2016,59
1046,GERARD,Male,2016,57
1047,ADRIA,Male,2016,51
1048,ROC,Male,2016,48
1049,GABRIEL,Male,2016,44
1050,ROGER,Male,2016,44
