Name_ID,Name,Gender,Decade,Frequency
997,TOMAS,Male,2010,231
998,DIDAC,Male,2010,221
999,ERIK,Male,2010,220
1000,IVAN,Male,2010,218
1001,MARIA,Female,TOTAL,19173
1002,MONTSERRAT,Female,TOTAL,16381
1003,MARTA,Female,TOTAL,12754
1004,CARMEN,Female,TOTAL,12296
1005,NURIA,Female,TOTAL,11195
1006,LAURA,Female,TOTAL,10629
1007,M CARMEN,Female,TOTAL,10598
1008,CRISTINA,Female,TOTAL,9704
1009,ISABEL,Female,TOTAL,8662
1010,JOSEFA,Female,TOTAL,7837
1011,ANA,Female,TOTAL,7794
1012,ANNA,Female,TOTAL,7606
1013,M TERESA,Female,TOTAL,7499
1014,MERCEDES,Female,TOTAL,7074
1015,PILAR,Female,TOTAL,6798
1016,SILVIA,Female,TOTAL,6204
1017,ROSA,Female,TOTAL,6041
1018,ANA MARIA,Female,TOTAL,5776
1019,JULIA,Female,TOTAL,5680
1020,FRANCISCA,Female,TOTAL,5509
1021,TERESA,Female,TOTAL,5322
1022,ANTONIA,Female,TOTAL,5230
1023,DOLORES,Female,TOTAL,5130
1024,ELENA,Female,TOTAL,5016
1025,SARA,Female,TOTAL,4924
1026,LAIA,Female,TOTAL,4833
1027,MONICA,Female,TOTAL,4780
1028,CONCEPCION,Female,TOTAL,4731
1029,M DOLORES,Female,TOTAL,4713
1030,EVA,Female,TOTAL,4498
1031,M PILAR,Female,TOTAL,4476
1032,PAULA,Female,TOTAL,4346
1033,MIREIA,Female,TOTAL,4275
1034,ESTHER,Female,TOTAL,4001
1035,M ROSA,Female,TOTAL,3980
1036,SANDRA,Female,TOTAL,3894
1037,M ISABEL,Female,TOTAL,3876
1038,MARINA,Female,TOTAL,3856
1039,RAQUEL,Female,TOTAL,3840
1040,M ANGELES,Female,TOTAL,3833
1041,ALBA,Female,TOTAL,3782
1042,GEMMA,Female,TOTAL,3728
1043,MARGARITA,Female,TOTAL,3727
1044,ROSA MARIA,Female,TOTAL,3684
1045,CARLA,Female,TOTAL,3673
1046,SONIA,Female,TOTAL,3651
1047,ANDREA,Female,TOTAL,3617
1048,LUCIA,Female,TOTAL,3604
1049,M LUISA,Female,TOTAL,3467
1050,SUSANA,Female,TOTAL,3457
1051,ANTONIO,Male,TOTAL,16709
1052,JOSE,Male,TOTAL,15740
1053,JORDI,Male,TOTAL,13723
1054,DAVID,Male,TOTAL,12528
1055,MANUEL,Male,TOTAL,12453
1056,FRANCISCO,Male,TOTAL,12133
1057,CARLOS,Male,TOTAL,10866
1058,JUAN,Male,TOTAL,10760
1059,MARC,Male,TOTAL,10099
1060,DANIEL,Male,TOTAL,9715
1061,JAVIER,Male,TOTAL,8387
1062,JORGE,Male,TOTAL,8149
1063,JOAN,Male,TOTAL,7211
1064,ALEJANDRO,Male,TOTAL,6819
1065,MIGUEL,Male,TOTAL,6438
1066,RAMON,Male,TOTAL,6390
1067,ALBERT,Male,TOTAL,6248
1068,LUIS,Male,TOTAL,6108
1069,PEDRO,Male,TOTAL,5933
1070,XAVIER,Male,TOTAL,5869
1071,VICTOR,Male,TOTAL,5818
1072,SERGIO,Male,TOTAL,5640
1073,ALBERTO,Male,TOTAL,5635
1074,JOSEP,Male,TOTAL,5376
1075,OSCAR,Male,TOTAL,5070
1076,RAFAEL,Male,TOTAL,4883
1077,FERNANDO,Male,TOTAL,4837
1078,ANGEL,Male,TOTAL,4567
1079,ALEX,Male,TOTAL,4448
1080,ENRIQUE,Male,TOTAL,4439
1081,JOSE M,Male,TOTAL,4367
1082,FRANCISCO JAVIER,Male,TOTAL,4218
1083,JESUS,Male,TOTAL,4132
1084,PAU,Male,TOTAL,3993
1085,PABLO,Male,TOTAL,3954
1086,JAIME,Male,TOTAL,3939
1087,JOSE LUIS,Male,TOTAL,3912
1088,POL,Male,TOTAL,3855
1089,ORIOL,Male,TOTAL,3701
1090,JOAQUIN,Male,TOTAL,3663
1091,SANTIAGO,Male,TOTAL,3547
1092,EDUARDO,Male,TOTAL,3519
1093,SERGI,Male,TOTAL,3456
1094,IVAN,Male,TOTAL,3285
1095,JAUME,Male,TOTAL,3204
1096,RAUL,Male,TOTAL,3146
1097,JOSE MARIA,Male,TOTAL,3140
1098,JOSE ANTONIO,Male,TOTAL,2994
1099,RICARDO,Male,TOTAL,2991
1100,GERARD,Male,TOTAL,2988
