Acc_ID,Id,District Name,Neighborhood Name,Street,Weekday,Month,Day,Hour,Part of the day,Mild injuries,Serious injuries,Victims,Vehicles involved
3225,2017S003877    ,Sants-MontjuÃ¯c,Hostafrancs,Corts Catalanes                                   ,Tuesday,May,2,12,Morning,1,0,1,2
3226,2017S004965    ,Sants-MontjuÃ¯c,Hostafrancs,MoianÃ¨s / Vilardell                               ,Tuesday,June,6,20,Afternoon,1,0,1,2
3227,2017S002090    ,Sants-MontjuÃ¯c,la Font de la Guatlla,GV CORTS CATALANES                                ,Wednesday,March,15,18,Afternoon,1,0,1,2
3228,2017S000257    ,Sants-MontjuÃ¯c,la Font de la Guatlla,SANT FRUCTUÃ“S                                     ,Wednesday,January,11,17,Afternoon,1,0,1,2
3229,2017S005962    ,Sants-MontjuÃ¯c,Hostafrancs,Espanya                                           ,Sunday,July,9,5,Night,1,0,1,2
3230,2017S007934    ,Sants-MontjuÃ¯c,Hostafrancs,Espanya                                           ,Monday,September,25,20,Afternoon,1,0,1,1
3231,2017S008341    ,Sants-MontjuÃ¯c,Hostafrancs,Tarragona / PrÃ­ncep Jordi                         ,Tuesday,October,10,8,Morning,1,0,1,2
3232,2017S000290    ,Sants-MontjuÃ¯c,la Marina de Port,FONERIA / Segura                                  ,Thursday,January,12,12,Morning,1,0,1,3
3233,2017S003356    ,Sants-MontjuÃ¯c,la Font de la Guatlla,Corts Catalanes                                   ,Thursday,April,13,7,Morning,1,0,1,2
3234,2017S004539    ,Sants-MontjuÃ¯c,Hostafrancs,BÃ©jar / Elisi                                     ,Monday,May,22,19,Afternoon,1,0,1,2
3235,2017S006271    ,Sants-MontjuÃ¯c,la Font de la Guatlla,Corts Catalanes / Mandoni                         ,Tuesday,July,18,14,Afternoon,1,0,1,2
3236,2017S001699    ,Sants-MontjuÃ¯c,la Font de la Guatlla,GV CORTS CATALANES / St Pere d'Abanto             ,Wednesday,March,1,17,Afternoon,1,0,1,2
3237,2017S001355    ,Sants-MontjuÃ¯c,la Font de la Guatlla,GV CORTS CATALANES                                ,Saturday,February,18,8,Morning,1,0,1,2
3238,2017S007976    ,Sants-MontjuÃ¯c,Sants - Badal,Blanca                                            ,Wednesday,September,27,12,Morning,2,0,2,1
3239,2017S001347    ,Sants-MontjuÃ¯c,Sants,GALILEU / Violant d'Hongria                       ,Friday,February,17,18,Afternoon,0,0,0,2
3240,2017S009940    ,Sants-MontjuÃ¯c,Sants - Badal,Jaume Roig / Roger                                ,Wednesday,November,29,10,Morning,1,0,1,1
3241,2017S007835    ,Sants-MontjuÃ¯c,Sants - Badal,Brasil / Roger                                    ,Thursday,September,21,20,Afternoon,1,0,1,2
3242,2017S010645    ,Sants-MontjuÃ¯c,Sants - Badal,Carles III / Madrid                               ,Sunday,December,24,19,Afternoon,1,0,1,2
3243,2017S001434    ,Sants-MontjuÃ¯c,Sants - Badal,TORNS / Bassegoda                                 ,Tuesday,February,21,8,Morning,1,0,1,2
3244,2017S005769    ,Sants-MontjuÃ¯c,Sants,Madrid                                            ,Monday,July,3,14,Afternoon,1,0,1,2
3245,2017S008770    ,Sants-MontjuÃ¯c,Sants,Brasil                                            ,Monday,October,23,17,Afternoon,2,0,2,2
3246,2017S006712    ,Sants-MontjuÃ¯c,Sants,Sants                                             ,Thursday,August,3,2,Night,1,0,1,2
3247,2017S007975    ,Sants-MontjuÃ¯c,Sants - Badal,Portbou / Violant Hongria Reina AragÃ³             ,Wednesday,September,27,12,Morning,1,0,1,2
3248,2017S001993    ,Sants-MontjuÃ¯c,Sants,PL SANTS                                          ,Saturday,March,11,15,Afternoon,1,0,1,2
3249,2017S004152    ,Sants-MontjuÃ¯c,Sants,Tenor Masini / Miquel Ã€ngel                       ,Wednesday,May,10,8,Morning,1,0,1,2
3250,2017S005011    ,Sants-MontjuÃ¯c,Sants,Violant Hongria Reina AragÃ³ / Galileu             ,Thursday,June,8,9,Morning,1,0,1,2
3251,2017S004341    ,Sants-MontjuÃ¯c,Sants - Badal,Sants                                             ,Tuesday,May,16,12,Morning,1,0,1,2
3252,2017S008726    ,Sants-MontjuÃ¯c,Sants - Badal,Torns / Bassegoda                                 ,Sunday,October,22,7,Morning,2,0,2,2
3253,2017S001225    ,Sants-MontjuÃ¯c,la Bordeta,JUAN GRIS                                         ,Tuesday,February,14,9,Morning,1,0,1,2
3254,2017S001277    ,Sants-MontjuÃ¯c,la Bordeta,PL ILDEFONS CERDÃ€                                 ,Wednesday,February,15,14,Afternoon,1,0,1,2
3255,2017S002067    ,Sants-MontjuÃ¯c,Sants - Badal,RIER BLANCA                                       ,Tuesday,March,14,19,Afternoon,1,0,1,2
3256,2017S010265    ,Sants-MontjuÃ¯c,Sants - Badal,Pavia / Sugranyes                                 ,Monday,December,11,23,Night,2,0,2,2
3257,2017S002284    ,Sants-MontjuÃ¯c,Sants - Badal,RDA MIG (DESCEND)                                 ,Wednesday,March,22,9,Morning,1,0,1,2
3258,2017S001800    ,Sants-MontjuÃ¯c,Sants - Badal,SUGRANYES / Canalejas                             ,Saturday,March,4,20,Afternoon,1,0,1,2
3259,2017S006582    ,Sants-MontjuÃ¯c,Sants - Badal,Sants / Portbou                                   ,Friday,July,28,19,Afternoon,1,0,1,1
3260,2017S008138    ,Sants-MontjuÃ¯c,Sants - Badal,Sants / Badal                                     ,Monday,October,2,23,Night,2,0,2,2
3261,2017S003074    ,Sants-MontjuÃ¯c,la Bordeta,Ildefons CerdÃ                                     ,Monday,April,3,18,Afternoon,1,0,1,2
3262,2017S005337    ,Sants-MontjuÃ¯c,la Bordeta,Badal                                             ,Sunday,June,18,17,Afternoon,1,0,1,2
3263,2017S003854    ,Sants-MontjuÃ¯c,la Bordeta,Ildefons CerdÃ  / Corts Catalanes                  ,Monday,May,1,2,Night,1,0,1,1
3264,2017S009795    ,Sants-MontjuÃ¯c,la Bordeta,Corts Catalanes / Radi                            ,Friday,November,24,15,Afternoon,1,0,1,2
3265,2017S006281    ,Sants-MontjuÃ¯c,Sants - Badal,Carreras i Candi / EsterÃ s                        ,Tuesday,July,18,16,Afternoon,1,0,1,2
3266,2017S004783    ,Sants-MontjuÃ¯c,la Bordeta,ConstituciÃ³ / Vilassar                            ,Wednesday,May,31,12,Morning,1,0,1,2
3267,2017S008299    ,Sants-MontjuÃ¯c,la Bordeta,ConstituciÃ³                                       ,Sunday,October,8,14,Afternoon,2,0,2,1
3268,2017S008108    ,Les Corts,les Corts,Madrid                                            ,Monday,October,2,3,Night,1,0,1,2
3269,2017S005777    ,Sants-MontjuÃ¯c,Sants,NumÃ ncia                                          ,Monday,July,3,20,Afternoon,1,0,1,2
3270,2017S002261    ,Les Corts,les Corts,GUITARD                                           ,Tuesday,March,21,11,Morning,1,0,1,3
3271,2017S000948    ,Les Corts,les Corts,NUMÃ€NCIA                                          ,Friday,February,3,22,Night,1,0,1,2
3272,2017S005469    ,Les Corts,les Corts,MarquÃ¨s de Sentmenat                              ,Thursday,June,22,16,Afternoon,1,0,1,3
3273,2017S006893    ,Sants-MontjuÃ¯c,Sants,Sants / Gaiarre                                   ,Thursday,August,10,18,Afternoon,1,0,1,2
3274,2017S004920    ,Sants-MontjuÃ¯c,Sants,Sants                                             ,Monday,June,5,1,Night,1,0,1,2
3275,2017S009998    ,Sants-MontjuÃ¯c,Sants,PaÃ¯sos Catalans                                   ,Thursday,November,30,14,Afternoon,1,0,1,2
3276,2017S007791    ,Sants-MontjuÃ¯c,Sants,Tarragona / Roma                                  ,Wednesday,September,20,15,Afternoon,1,0,1,1
3277,2017S008651    ,Les Corts,les Corts,BerlÃ­n                                            ,Friday,October,20,7,Morning,1,0,1,2
3278,2017S008674    ,Les Corts,les Corts,BerlÃ­n / Nicaragua                                ,Friday,October,20,17,Afternoon,2,0,2,3
3279,2017S009410    ,Les Corts,les Corts,BerlÃ­n / NumÃ ncia                                 ,Monday,November,13,13,Morning,1,0,1,2
3280,2017S006971    ,Les Corts,les Corts,BerlÃ­n / NumÃ ncia                                 ,Monday,August,14,12,Morning,1,0,1,2
3281,2017S001716    ,Sants-MontjuÃ¯c,Sants,RDA MIG(ASCENDENT)                                ,Thursday,March,2,10,Morning,1,0,1,2
3282,2017S001707    ,Sants-MontjuÃ¯c,Sants,RDA MIG(ASCENDENT)                                ,Thursday,March,2,7,Morning,1,0,1,2
3283,2017S005164    ,Sants-MontjuÃ¯c,Sants,Sants                                             ,Tuesday,June,13,8,Morning,1,0,1,2
3284,2017S004304    ,Sants-MontjuÃ¯c,Sants,Badal / Canalejas                                 ,Monday,May,15,6,Morning,1,0,1,1
3285,2017S010622    ,Sants-MontjuÃ¯c,Sants,Jocs Florals / Burgos                             ,Saturday,December,23,18,Afternoon,1,0,1,1
3286,2017S008352    ,Sants-MontjuÃ¯c,Sants,Rei MartÃ­ / Gaiarre                               ,Tuesday,October,10,12,Morning,1,0,1,2
3287,2017S000472    ,Sants-MontjuÃ¯c,Sants,JOCS FLORALS                                      ,Tuesday,January,17,18,Afternoon,1,0,1,3
3288,2017S001703    ,Les Corts,la Maternitat i Sant Ramon,RDA MIG (DESCEND)                                 ,Wednesday,March,1,19,Afternoon,0,0,0,1
3289,2017S006553    ,Les Corts,les Corts,Europa / Joan GÃ¼ell                               ,Thursday,July,27,15,Afternoon,2,0,2,2
3290,2017S008604    ,Les Corts,les Corts,Carles III / MejÃ­a Lequerica                      ,Wednesday,October,18,21,Afternoon,1,0,1,2
3291,2017S000084    ,Les Corts,les Corts,AV DIAGONAL / NumÃ ncia                            ,Wednesday,January,4,14,Afternoon,1,0,1,2
3292,2017S008713    ,Les Corts,les Corts,Europa / Corts                                    ,Saturday,October,21,17,Afternoon,1,0,1,2
3293,2017S001216    ,Les Corts,les Corts,JOAN GÃœELL                                        ,Tuesday,February,14,8,Morning,1,0,1,2
3294,2017S006705    ,Les Corts,les Corts,Madrid                                            ,Wednesday,August,2,21,Afternoon,1,0,1,2
3295,2017S005165    ,Les Corts,les Corts,Diagonal                                          ,Tuesday,June,13,8,Morning,1,0,1,2
3296,2017S003173    ,Les Corts,les Corts,Reina Maria Cristina                              ,Thursday,April,6,3,Night,1,0,1,2
3297,2017S007821    ,Les Corts,les Corts,Reina Maria Cristina / Diagonal                   ,Thursday,September,21,9,Morning,1,0,1,1
3298,2017S007012    ,Les Corts,la Maternitat i Sant Ramon,Corts                                             ,Wednesday,August,16,12,Morning,1,0,1,2
3299,2017S000524    ,Les Corts,la Maternitat i Sant Ramon,LLUÃ‡Ã€ / FÃ­gols                                    ,Friday,January,20,8,Morning,1,0,1,2
3300,2017S010022    ,Les Corts,les Corts,Corts                                             ,Friday,December,1,8,Morning,1,0,1,2
3301,2017S002234    ,Les Corts,les Corts,TRAV CORTS / Vallespir                            ,Monday,March,20,14,Afternoon,1,0,1,2
3302,2017S000735    ,Les Corts,les Corts,AV DIAGONAL / Pl Rna M Cristina                   ,Friday,January,27,20,Afternoon,2,0,2,2
3303,2017S001007    ,Les Corts,la Maternitat i Sant Ramon,AV MADRID                                         ,Tuesday,February,7,0,Night,2,0,2,2
3304,2017S007816    ,Les Corts,la Maternitat i Sant Ramon,Doctor MaraÃ±Ã³n                                    ,Thursday,September,21,11,Morning,1,0,1,2
3305,2017S003509    ,Les Corts,les Corts,SarriÃ                                             ,Wednesday,April,19,19,Afternoon,2,0,2,1
3306,2017S007116    ,Les Corts,les Corts,NumÃ ncia                                          ,Tuesday,August,22,12,Morning,2,0,2,3
3307,2017S001474    ,Les Corts,les Corts,NUMÃ€NCIA / MarquÃ¨s Sentmenat                      ,Wednesday,February,22,15,Afternoon,2,0,2,2
3308,2017S010719    ,Les Corts,les Corts,Corts                                             ,Wednesday,December,27,14,Afternoon,1,0,1,1
3309,2017S010055    ,Les Corts,les Corts,Nicaragua / Montnegre                             ,Friday,December,1,19,Afternoon,1,0,1,2
3310,2017S010195    ,Les Corts,les Corts,Diagonal                                          ,Thursday,December,7,15,Afternoon,1,0,1,3
3311,2017S010404    ,Les Corts,les Corts,Corts                                             ,Saturday,December,16,15,Afternoon,1,0,1,1
3312,2017S000853    ,Les Corts,les Corts,NICARAGUA / Trav Corts                            ,Wednesday,February,1,12,Morning,0,0,0,1
3313,2017S004546    ,Les Corts,les Corts,Diagonal                                          ,Tuesday,May,23,7,Morning,2,0,2,2
3314,2017S002224    ,Les Corts,les Corts,AV DIAGONAL                                       ,Friday,March,17,15,Afternoon,1,0,1,2
3315,2017S006174    ,Les Corts,les Corts,Diagonal / EntenÃ§a                                ,Saturday,July,15,14,Afternoon,1,0,1,3
3316,2017S006797    ,Les Corts,les Corts,Diagonal / Doctor Fleming                         ,Sunday,August,6,12,Morning,1,0,1,2
3317,2017S007028    ,Les Corts,les Corts,Corts / EntenÃ§a                                   ,Wednesday,August,16,23,Night,1,0,1,2
3318,2017S007478    ,Les Corts,les Corts,Diagonal / NumÃ ncia                               ,Friday,September,8,12,Morning,1,0,1,2
3319,2017S005828    ,Les Corts,les Corts,NumÃ ncia / Diagonal                               ,Wednesday,July,5,1,Night,0,1,2,2
3320,2017S005299    ,Les Corts,les Corts,Diagonal                                          ,Saturday,June,17,0,Night,1,0,1,2
3321,2017S009279    ,Les Corts,les Corts,SarriÃ                                             ,Thursday,November,9,20,Afternoon,1,0,1,2
3322,2017S001585    ,Les Corts,les Corts,AV SARRIÃ€ / Doctor Fleming                        ,Sunday,February,26,13,Morning,1,0,1,2
3323,2017S000827    ,Les Corts,les Corts,AV DIAGONAL / EntenÃ§a                             ,Tuesday,January,31,11,Morning,1,0,1,2
3324,2017S008496    ,Les Corts,les Corts,Diagonal                                          ,Monday,October,16,8,Morning,1,0,1,3
3325,2017S000640    ,Les Corts,Pedralbes,CAVALLERS                                         ,Friday,January,13,10,Morning,0,0,0,2
3326,2017S005972    ,Les Corts,Pedralbes,Abadessa Olzet / Cavallers                        ,Sunday,July,9,18,Afternoon,1,0,1,2
3327,2017S005748    ,Les Corts,Pedralbes,Bosch i Gimpera / Espasa                          ,Sunday,July,2,22,Night,1,0,1,2
3328,2017S006473    ,SarriÃ -Sant Gervasi,Sant Gervasi - Galvany,General Mitre                                     ,Monday,July,24,22,Night,6,0,6,2
3329,2017S010768    ,SarriÃ -Sant Gervasi,Sant Gervasi - Galvany,Modolell / Ravella                                ,Saturday,December,30,17,Afternoon,1,0,1,2
3330,2017S000295    ,SarriÃ -Sant Gervasi,Sant Gervasi - Galvany,RDA DALT (BESÃ’S)                                  ,Tuesday,January,10,16,Afternoon,2,0,2,3
3331,2017S001917    ,Les Corts,Pedralbes,PG TILÂ·LERS                                       ,Wednesday,March,8,20,Afternoon,1,0,1,2
3332,2017S000986    ,Les Corts,Pedralbes,AV PEDRALBES / Pg TilÂ·lers                        ,Monday,February,6,10,Morning,2,0,2,2
3333,2017S001413    ,Les Corts,Pedralbes,AV PEDRALBES / Dulcet                             ,Monday,February,20,15,Afternoon,1,0,1,2
3334,2017S008923    ,Les Corts,Pedralbes,Esplugues / Miret i Sans                          ,Saturday,October,28,12,Morning,2,0,2,2
3335,2017S004622    ,SarriÃ -Sant Gervasi,Sant Gervasi - Galvany,General Mitre / Prats de MollÃ³                    ,Thursday,May,25,17,Afternoon,1,0,1,2
3336,2017S000337    ,Les Corts,Pedralbes,RDA DALT(LLOBREGAT                                ,Friday,January,13,14,Afternoon,1,0,1,2
3337,2017S007537    ,Les Corts,Pedralbes,Bisbe CatalÃ  / Bosch i Gimpera                    ,Monday,September,11,20,Afternoon,4,0,4,2
3338,2017S001262    ,Les Corts,Pedralbes,RDA DALT(LLOBREGAT                                ,Wednesday,February,15,9,Morning,1,0,1,2
3339,2017S002318    ,Les Corts,Pedralbes,RDA DALT(LLOBREGAT                                ,Thursday,March,23,8,Morning,1,0,1,3
3340,2017S001692    ,Les Corts,Pedralbes,RDA DALT (BESÃ’S)                                  ,Wednesday,March,1,14,Afternoon,1,0,1,2
3341,2017S009297    ,Les Corts,Pedralbes,Dalt (Llobregat)                                  ,Friday,November,10,7,Morning,1,0,1,2
3342,2017S008303    ,Les Corts,Pedralbes,Dalt (Llobregat)                                  ,Sunday,October,8,17,Afternoon,1,0,1,2
3343,2017S010168    ,Les Corts,Pedralbes,Pedralbes / Dulcet                                ,Tuesday,December,5,17,Afternoon,1,0,1,2
3344,2017S000262    ,Les Corts,la Maternitat i Sant Ramon,AV DIAGONAL                                       ,Wednesday,January,11,16,Afternoon,1,0,1,2
3345,2017S001525    ,Les Corts,la Maternitat i Sant Ramon,AV DIAGONAL                                       ,Friday,February,24,7,Morning,1,0,1,3
3346,2017S006243    ,Les Corts,Pedralbes,Cavallers / GonzÃ¡lez Tablas                       ,Monday,July,17,14,Afternoon,0,1,1,2
3347,2017S006143    ,Les Corts,la Maternitat i Sant Ramon,Albert Bastardas / Carles Ferrer Salat            ,Friday,July,14,15,Afternoon,1,0,1,1
3348,2017S010693    ,Les Corts,Pedralbes,Pedralbes                                         ,Wednesday,December,27,13,Morning,1,0,1,2
3349,2017S008216    ,Les Corts,Pedralbes,George R. Collins / Pere Duran Farell             ,Thursday,October,5,10,Morning,2,0,2,2
3350,2017S008298    ,Les Corts,la Maternitat i Sant Ramon,ArÃ­stides Maillol / Doctor MaraÃ±Ã³n                ,Sunday,October,8,11,Morning,1,0,1,2
3351,2017S002004    ,Les Corts,Pedralbes,AV DIAGONAL                                       ,Sunday,March,12,0,Night,1,0,1,2
3352,2017S007640    ,Les Corts,la Maternitat i Sant Ramon,Carles III                                        ,Friday,September,15,14,Afternoon,2,0,2,2
3353,2017S002485    ,Les Corts,la Maternitat i Sant Ramon,AV JOAN XXIII / Dr S Cardenal                     ,Tuesday,March,28,17,Afternoon,0,0,0,2
3354,2017S010002    ,Les Corts,Pedralbes,Pedro i Pons                                      ,Thursday,November,30,15,Afternoon,1,0,1,2
3355,2017S007666    ,Les Corts,Pedralbes,Manuel Girona                                     ,Saturday,September,16,12,Morning,1,0,1,2
3356,2017S001633    ,Les Corts,Pedralbes,PG MANUEL GIRONA                                  ,Tuesday,February,28,8,Morning,3,0,3,3
3357,2017S007146    ,Les Corts,Pedralbes,Diagonal                                          ,Wednesday,August,23,23,Night,2,0,2,2
3358,2017S007190    ,Les Corts,Pedralbes,Diagonal                                          ,Saturday,August,26,18,Afternoon,2,0,2,2
3359,2017S000431    ,Les Corts,Pedralbes,PL PIUS XII                                       ,Monday,January,16,18,Afternoon,1,0,1,2
3360,2017S002501    ,Les Corts,Pedralbes,AV DIAGONAL / CapitÃ  Arenas                       ,Wednesday,March,29,6,Morning,1,0,1,2
3361,2017S001671    ,Les Corts,Pedralbes,G.V. CARLES III                                   ,Wednesday,March,1,7,Morning,1,0,1,2
3362,2017S002337    ,Les Corts,la Maternitat i Sant Ramon,AV MANUEL AZAÃ‘A                                   ,Thursday,March,23,16,Afternoon,1,0,1,2
3363,2017S008633    ,Les Corts,Pedralbes,Doctor Ferran / LluÃ­s Pericot                     ,Thursday,October,19,15,Afternoon,1,0,1,2
3364,2017S001843    ,Les Corts,la Maternitat i Sant Ramon,AV DIAGONAL                                       ,Monday,March,6,16,Afternoon,1,0,1,2
3365,2017S000025    ,Les Corts,la Maternitat i Sant Ramon,AV DIAGONAL                                       ,Monday,January,2,7,Morning,1,0,1,2
3366,2017S000835    ,Les Corts,la Maternitat i Sant Ramon,PARC CERVANTES                                    ,Tuesday,January,31,8,Morning,1,0,1,2
3367,2017S008735    ,Les Corts,la Maternitat i Sant Ramon,Diagonal / Reina Maria Cristina                   ,Sunday,October,22,12,Morning,1,0,1,3
3368,2017S004743    ,Les Corts,Pedralbes,B-20 (Llobregat)                                  ,Tuesday,May,30,8,Morning,1,0,1,2
3369,2017S008494    ,Les Corts,Pedralbes,Dalt (Llobregat)                                  ,Monday,October,16,7,Morning,1,0,1,2
3370,2017S009050    ,Les Corts,la Maternitat i Sant Ramon,Diagonal                                          ,Thursday,November,2,15,Afternoon,1,0,1,2
3371,2017S004234    ,Les Corts,la Maternitat i Sant Ramon,Diagonal                                          ,Friday,May,12,16,Afternoon,1,0,1,2
3372,2017S004747    ,Les Corts,la Maternitat i Sant Ramon,Diagonal                                          ,Tuesday,May,30,10,Morning,2,0,2,2
3373,2017S008250    ,Les Corts,la Maternitat i Sant Ramon,Diagonal                                          ,Friday,October,6,14,Afternoon,1,0,1,2
3374,2017S009807    ,Les Corts,Pedralbes,Pedralbes / TilÂ·lers                              ,Saturday,November,25,4,Night,2,0,2,1
3375,2017S007124    ,Les Corts,la Maternitat i Sant Ramon,Maternitat / Joan XXIII                           ,Tuesday,August,22,13,Morning,1,0,1,2
3376,2017S003659    ,Les Corts,la Maternitat i Sant Ramon,Cardenal Reig / Poblet                            ,Monday,April,24,20,Afternoon,1,0,1,1
3377,2017S009396    ,Les Corts,Pedralbes,Diagonal                                          ,Monday,November,13,9,Morning,1,0,1,2
3378,2017S005083    ,Les Corts,la Maternitat i Sant Ramon,Pau Gargallo / Pascual i Vila                     ,Friday,June,9,18,Afternoon,0,1,1,2
3379,2017S004457    ,Les Corts,la Maternitat i Sant Ramon,Doctor MaraÃ±Ã³n                                    ,Friday,May,19,21,Afternoon,1,0,1,1
3380,2017S007299    ,Les Corts,la Maternitat i Sant Ramon,Sabino Arana / Carles III                         ,Thursday,August,31,15,Afternoon,1,0,1,2
3381,2017S009884    ,SarriÃ -Sant Gervasi,Sant Gervasi - Galvany,General Mitre                                     ,Monday,November,27,18,Afternoon,1,0,1,3
3382,2017S007871    ,SarriÃ -Sant Gervasi,Sant Gervasi - Galvany,Balmes / Diagonal                                 ,Friday,September,22,20,Afternoon,1,0,1,2
3383,2017S010523    ,SarriÃ -Sant Gervasi,Sant Gervasi - Galvany,Balmes                                            ,Wednesday,December,20,8,Morning,2,0,2,2
3384,2017S002570    ,SarriÃ -Sant Gervasi,Sant Gervasi - Galvany,ARIBAU                                            ,Friday,March,31,10,Morning,1,0,1,2
3385,2017S001410    ,SarriÃ -Sant Gervasi,Sant Gervasi - Galvany,ALFONS XII / Via Augusta                          ,Monday,February,20,15,Afternoon,1,0,1,2
3386,2017S003296    ,SarriÃ -Sant Gervasi,Sant Gervasi - Galvany,Aribau / MariÃ  CubÃ­                               ,Monday,April,10,18,Afternoon,1,0,1,2
3387,2017S003474    ,SarriÃ -Sant Gervasi,Sant Gervasi - Galvany,Augusta                                           ,Tuesday,April,18,19,Afternoon,1,0,1,2
3388,2017S004188    ,SarriÃ -Sant Gervasi,Sant Gervasi - Galvany,Augusta                                           ,Thursday,May,11,13,Morning,1,0,1,3
3389,2017S006209    ,SarriÃ -Sant Gervasi,Sant Gervasi - Galvany,MariÃ  CubÃ­                                        ,Sunday,July,16,23,Night,0,0,0,1
3390,2017S005063    ,SarriÃ -Sant Gervasi,Sant Gervasi - Galvany,Madrazo / Alfons XII                              ,Friday,June,9,16,Afternoon,1,0,1,2
3391,2017S009922    ,SarriÃ -Sant Gervasi,Sant Gervasi - Galvany,Sant Eusebi / Alfons XII                          ,Tuesday,November,28,18,Afternoon,2,0,2,2
3392,2017S001051    ,SarriÃ -Sant Gervasi,Sant Gervasi - Galvany,SANT EUSEBI / Via Augusta                         ,Wednesday,February,8,14,Afternoon,1,0,1,1
3393,2017S009206    ,SarriÃ -Sant Gervasi,Sant Gervasi - Galvany,Balmes / CopÃ¨rnic                                 ,Tuesday,November,7,18,Afternoon,1,0,1,2
3394,2017S010045    ,SarriÃ -Sant Gervasi,Sant Gervasi - Galvany,Balmes                                            ,Friday,December,1,17,Afternoon,1,0,1,2
3395,2017S010500    ,SarriÃ -Sant Gervasi,Sant Gervasi - Galvany,Diagonal                                          ,Tuesday,December,19,15,Afternoon,1,0,1,3
3396,2017S009628    ,SarriÃ -Sant Gervasi,Sant Gervasi - Galvany,SantalÃ³ / Calaf                                   ,Monday,November,20,9,Morning,1,0,1,1
3397,2017S003728    ,SarriÃ -Sant Gervasi,Sant Gervasi - Galvany,Muntaner / Madrazo                                ,Wednesday,April,26,21,Afternoon,1,0,1,2
3398,2017S009548    ,SarriÃ -Sant Gervasi,Sant Gervasi - Galvany,GrÃ cia                                            ,Friday,November,17,11,Morning,1,0,1,2
3399,2017S008398    ,SarriÃ -Sant Gervasi,Sant Gervasi - Galvany,Balmes                                            ,Wednesday,October,11,16,Afternoon,0,0,0,2
3400,2017S009189    ,SarriÃ -Sant Gervasi,Sant Gervasi - Galvany,Francesc PÃ©rez-Cabrero / Josep Bertrand           ,Tuesday,November,7,12,Morning,1,0,1,2
3401,2017S009576    ,SarriÃ -Sant Gervasi,Sant Gervasi - Galvany,Laforja                                           ,Saturday,November,18,0,Night,1,0,1,2
3402,2017S004472    ,SarriÃ -Sant Gervasi,Sant Gervasi - Galvany,Diagonal                                          ,Saturday,May,20,14,Afternoon,0,0,0,1
3403,2017S001310    ,SarriÃ -Sant Gervasi,Sant Gervasi - Galvany,JACINTO BENAVENTE / Doctor Fleming                ,Thursday,February,16,20,Afternoon,1,0,1,2
3404,2017S005457    ,SarriÃ -Sant Gervasi,Sant Gervasi - Galvany,Bori i FontestÃ                                    ,Thursday,June,22,10,Morning,1,0,1,1
3405,2017S008436    ,SarriÃ -Sant Gervasi,Sant Gervasi - Galvany,General Mitre                                     ,Friday,October,13,12,Morning,1,0,1,2
3406,2017S008132    ,SarriÃ -Sant Gervasi,Sant Gervasi - Galvany,Alt de Gironella                                  ,Monday,October,2,17,Afternoon,1,0,1,2
3407,2017S004583    ,SarriÃ -Sant Gervasi,Sant Gervasi - Galvany,Diagonal                                          ,Wednesday,May,24,9,Morning,1,0,1,1
3408,2017S005730    ,SarriÃ -Sant Gervasi,Sant Gervasi - Galvany,Mestre Nicolau                                    ,Saturday,July,1,17,Afternoon,1,0,1,2
3409,2017S004834    ,SarriÃ -Sant Gervasi,Sant Gervasi - Galvany,Augusta                                           ,Thursday,June,1,17,Afternoon,0,0,0,3
3410,2017S008585    ,SarriÃ -Sant Gervasi,Sant Gervasi - Galvany,Augusta                                           ,Wednesday,October,18,14,Afternoon,2,0,2,3
3411,2017S002514    ,SarriÃ -Sant Gervasi,Sant Gervasi - Galvany,RDA GENERAL MITRE                                 ,Wednesday,March,29,15,Afternoon,2,0,2,2
3412,2017S001033    ,SarriÃ -Sant Gervasi,Sant Gervasi - Galvany,SANTALÃ“ / Descartes                               ,Tuesday,February,7,18,Afternoon,1,0,1,1
3413,2017S007177    ,SarriÃ -Sant Gervasi,Sant Gervasi - Galvany,General Mitre                                     ,Friday,August,25,18,Afternoon,1,0,1,2
3414,2017S006674    ,SarriÃ -Sant Gervasi,Sant Gervasi - Galvany,Ferran AgullÃ³                                     ,Tuesday,August,1,23,Night,2,0,2,2
3415,2017S005556    ,SarriÃ -Sant Gervasi,SarriÃ ,J. V. Foix                                        ,Monday,June,26,14,Afternoon,1,0,1,3
3416,2017S000473    ,SarriÃ -Sant Gervasi,SarriÃ ,R MIQUEL I PLANAS                                 ,Tuesday,January,17,21,Afternoon,1,0,1,1
3417,2017S001199    ,SarriÃ -Sant Gervasi,SarriÃ ,AV J. V. FOIX / Caponata                          ,Monday,February,13,17,Afternoon,1,0,1,2
3418,2017S002396    ,SarriÃ -Sant Gervasi,SarriÃ ,RDA DALT (BESÃ’S)                                  ,Friday,March,24,23,Night,1,0,1,3
3419,2017S001453    ,SarriÃ -Sant Gervasi,SarriÃ ,VIA AUGUSTA                                       ,Tuesday,February,21,16,Afternoon,1,0,1,2
3420,2017S001123    ,SarriÃ -Sant Gervasi,SarriÃ ,AV J. V. FOIX / Caponata                          ,Friday,February,10,11,Morning,1,0,1,1
3421,2017S002164    ,SarriÃ -Sant Gervasi,SarriÃ ,VIA AUGUSTA / Pg Bonanova                         ,Friday,March,17,18,Afternoon,1,0,1,2
